,WardName,WardCode,WardCodeN,Pop2011,Children,WorkingAge,Older,PerChildren,PerWorking,PerOlder,MeanAge,MedianAge,AreaSqK,PopDensity,PerBAME,PerForeign,PerNoEngl,Fertility,MaleLiEx,FemLiEx,AmbPer1000,AmbAlco,Employed,EmpRate,NoofJobs,EmpPerHead,NHSNFore,HousePri,PropSold,HousePla,detached,semidet,terraced,flatmaisap,owned,socialrent,privrent,pershared,perfree,Ctab,Ctcde,CTfgh,mortgage,landlord,incapacity,incomesup,jobseekers,jsa1624,lonepar,outofwork,noadults,lonenot,id2010,Perid2010,GCSE,absence,noqual,level4,crime,violence,robbery,theft,criminal,drugs,fires,openspace,cars,ptaccess,elections,Candidate,InnerOuter,x,y
285,Havering   Gooshays,00ARGG,E05000310,14692,3414,9376,1902,23.23713586,63.81704329,12.94582085,36.3,35.0,7.8,1865.384615,12.8,10.7,2.6,68.61111111,76.32,80.4,164.9,0.641552887,6015,59.13872776,2300,0.228585859,8.585858586,177141.0784,102,6100,3.7,30.0,38.3,27.9,48.6,41.9,7.6,0.285869861,0.469643343,33.6264452,64.20778375,1.123595506,20,65,7.0,7.65,9.27276559,13.74606618,38.5,34.375,9.077206498,54.82517483,144.0,100.0,308.0825243,1.64431513,34.2,13.2,86.2283737,22.76816609,2.422145329,25.74394464,10.65743945,5.328719723,2.0,68.4049,0.95712611,2.553700498,22.07072387,Boris,Outer,554574.7734,193036.4566
286,Havering   Hacton,00ARGH,E05000311,12262,2034,7814,2414,16.58783233,63.72533029,19.68683738,42.5,44.0,2.5,5100.0,7.3,7.3,1.7,45.41666667,80.62,85.16,106.3,0.216346154,6084,67.42021277,2300,0.279135802,4.320987654,251637.8467,137,5052,4.0,71.3,13.9,10.8,86.9,4.4,8.0,0.040776382,0.285434676,5.595380327,89.30704898,5.077658303,10,10,2.26993865,1.779141104,3.1470424,4.748855085,19.59183673,12.65306122,2.437550363,37.06563707,572.0,12.5,354.3296296,0.536090727,25.3,17.9,32.80632411,5.612648221,0.948616601,10.98814229,3.873517787,0.948616601,0.0,24.1352,1.265310234,2.505779287,37.00492149,Boris,Outer,553948.6302,185846.6315
287,Havering   Harold Wood,00ARGJ,E05000312,12650,2207,8240,2203,17.44664032,65.13833992,17.41501976,40.6,40.0,7.6,1677.631579,10.1,9.4,2.5,60.35714286,79.82,82.61,146.5,0.278385365,6133,65.62165632,6400,0.746549708,4.678362573,219319.8276,145,5628,10.2,44.5,23.4,21.9,71.7,16.0,11.3,0.09486166,0.33201581,13.89872521,81.88739377,4.479461756,10,35,4.219653179,3.815028902,4.761064907,8.518670989,28.03030303,19.6969697,3.441995993,40.11627907,437.0,25.0,344.7586957,0.59775123,25.8,20.6,72.90836653,11.95219124,2.071713147,25.97609562,9.482071713,4.541832669,0.5,60.6826,1.169732289,2.414115345,31.72723091,Boris,Outer,555721.2307,190548.9166
288,Havering   Havering Park,00ARGK,E05000313,13000,2765,8164,2071,21.26923077,62.8,15.93076923,38.7,38.0,9.8,1336.734694,12.0,9.1,1.5,58.03278689,75.29,78.98,122.8,0.495736665,5819,62.66422572,1500,0.174545455,4.545454545,213400.5036,137,5181,8.4,46.1,24.9,20.5,70.1,20.6,7.6,0.238461538,0.453846154,19.30758988,77.47764885,3.233783527,25,35,4.514285714,5.142857143,6.435665944,12.00237367,34.56221198,28.41781874,6.417530816,48.20415879,354.0,62.5,325.0135802,1.171618037,30.4,15.3,51.83206107,10.91603053,0.992366412,16.18320611,7.022900763,2.900763359,0.2,75.2523,1.26452749,2.079888507,27.67156863,Boris,Outer,550646.0885,192702.1822
289,Havering   Heaton,00ARGL,E05000314,12570,2756,7697,2117,21.92521877,61.23309467,16.84168656,38.8,38.0,3.4,3588.235294,16.3,13.0,2.5,61.6,76.68,81.0,151.6,0.533689126,5097,58.38487973,1800,0.223544304,8.860759494,180591.0957,94,5395,5.8,24.2,42.6,24.1,53.3,37.1,8.1,0.278440732,0.373906126,28.97936625,70.17317612,0.957995578,20,45,6.981132075,7.672955975,8.829644515,16.41172986,39.71742543,34.37990581,7.246650311,50.36101083,176.0,100.0,319.815,1.452637424,35.8,13.7,72.56198347,16.7768595,1.487603306,21.07438017,8.67768595,5.371900826,0.8,45.318,0.959237592,2.085464182,23.65820093,Boris,Outer,553062.9798,191854.7977
290,Havering   Hylands,00ARGM,E05000315,12952,2284,8571,2097,17.63434219,66.17510809,16.19054972,40.6,42.0,2.9,4448.275862,9.7,7.9,1.7,43.07692308,77.85,84.53,96.4,0.247971145,6675,69.15665147,3700,0.429186047,2.906976744,255075.9371,143,5075,13.2,38.4,37.9,10.5,84.6,7.2,7.3,0.100370599,0.223903644,8.760134467,82.47973107,9.175400435,10,15,2.5,1.802325581,3.2301297,8.171117207,18.79432624,12.23404255,2.344689379,32.95454545,551.0,12.5,347.2536585,0.622470588,23.7,19.2,61.9379845,9.379844961,2.868217054,24.41860465,6.511627907,2.635658915,0.5,26.041,1.396993988,2.103233538,34.47767958,Boris,Outer,552472.1935,187249.9553
291,Havering   Mawneys,00ARGN,E05000316,12915,2508,8066,2341,19.41927991,62.45451026,18.12620983,40.2,40.0,3.0,4283.333333,11.5,9.3,2.5,65.30612245,80.18,89.15,111.4,0.446114111,6075,65.96091205,1800,0.230691824,6.289308176,212145.5039,127,5381,7.7,37.2,37.7,17.5,77.6,11.4,9.6,0.209059233,0.348432056,16.09259259,82.96296296,0.981481481,15,30,3.35443038,3.607594937,5.026182046,8.236382072,29.22535211,19.54225352,4.604016673,44.60093897,450.0,25.0,334.1979592,0.939876923,29.6,16.3,59.92217899,11.05058366,1.322957198,18.59922179,6.614785992,1.712062257,0.2,32.1447,1.24270557,2.39556681,30.89619758,Boris,Outer,549729.8896,190277.989
292,Havering   Pettits,00ARGP,E05000317,12955,2205,8050,2700,17.02045542,62.13817059,20.84137399,43.0,45.0,4.0,3287.5,8.7,7.4,1.7,59.55555556,80.96,83.9,110.6,0.333589941,6246,66.74503099,2200,0.272392638,4.294478528,324290.4911,112,5239,16.2,53.5,19.2,11.0,87.5,5.4,6.4,0.054033192,0.223851795,8.141962422,72.53748339,19.37749099,10,10,2.839506173,2.160493827,3.157758348,6.05794747,17.46323529,12.68382353,2.315087306,36.93693694,558.0,11.11111111,350.9813665,0.731674208,25.7,19.9,55.89353612,9.733840304,1.44486692,15.36121673,4.790874525,3.269961977,0.2,32.3576,1.437708456,2.140800061,37.08100559,Boris,Outer,551562.1024,190454.5184
293,Havering   Rainham and Wennington,00ARGQ,E05000318,12482,2371,7923,2188,18.99535331,63.47540458,17.52924211,39.8,40.0,16.9,742.6035503,15.7,10.9,2.4,64.1509434,77.19,81.96,115.5,0.257124491,5910,64.91652021,4600,0.559631902,9.202453988,205229.7581,124,5092,17.5,37.0,30.3,15.1,76.8,8.9,13.2,0.208299952,0.232334562,14.40313112,81.62426614,4.246575342,20,30,3.719512195,4.329268293,5.245020051,9.489364693,35.22123894,22.65486726,5.085085085,45.49356223,441.0,37.5,326.6552326,0.750378788,29.8,14.9,81.76706827,12.28915663,2.65060241,28.83534137,11.3253012,4.979919679,0.7,79.033,1.266866867,1.942231791,26.55894674,Boris,Outer,553425.3061,181503.0198
294,Havering   Romford Town,00ARGR,E05000319,15921,2814,10875,2232,17.67476917,68.30601093,14.0192199,37.9,35.0,2.9,5586.206897,16.4,16.6,5.6,70.0,76.45,80.99,229.6,3.416700834,8263,69.32628576,16900,1.523783784,15.31531532,208885.9908,217,7398,6.2,28.5,19.4,45.9,60.6,13.0,23.5,0.992399975,0.370579737,19.75291695,73.35621139,7.247769389,15,60,3.434782609,3.565217391,4.998091212,9.511616142,29.48517941,21.06084243,4.09015025,44.4015444,406.0,44.44444444,345.0832061,0.817107811,21.0,26.3,225.3846154,53.58974359,8.205128205,103.7179487,19.35897436,15.96153846,0.5,8.07741,0.948664441,4.262740147,28.89247203,Boris,Outer,551754.6941,188756.7998
295,Havering   St. Andrew's,00ARGS,E05000320,13334,2187,8361,2786,16.40167992,62.70436478,20.8939553,42.7,44.0,2.7,4759.259259,7.2,7.7,1.6,65.65217391,77.08,79.1,131.4,0.734945472,6555,67.97677071,5500,0.679141104,5.521472393,240210.5732,157,5833,6.7,46.4,17.3,29.5,74.6,11.3,12.6,0.179991,0.419979001,15.39514198,78.6691755,6.106739651,10,15,2.944785276,2.760736196,3.672367681,6.378639154,22.50922509,14.39114391,2.578495001,34.17366947,514.0,22.22222222,357.136,0.414527687,26.2,18.9,81.953125,14.296875,2.890625,33.359375,8.4375,4.609375,0.5,18.8491,1.154183477,3.325538978,34.79861412,Boris,Outer,553814.8478,186874.7435
296,Havering   South Hornchurch,00ARGT,E05000321,13544,2849,8440,2255,21.03514471,62.31541642,16.64943887,38.9,39.0,6.8,1985.294118,16.4,11.8,2.5,63.21428571,76.89,81.77,109.9,0.396750425,6109,63.69513085,3900,0.444137931,8.045977011,200160.8475,118,5594,12.1,26.8,36.2,24.7,69.9,19.8,9.1,0.228883639,0.280567041,26.70020819,71.92921582,1.075641915,20,45,4.043715847,4.426229508,7.27377663,12.34098151,35.88957055,25.4601227,6.031629275,48.05914972,342.0,62.5,330.9703488,0.960827375,31.4,14.0,87.62645914,13.69649805,3.112840467,35.09727626,9.027237354,3.813229572,0.7,45.0371,1.169547628,2.371115609,27.11448337,Boris,Outer,551404.018,182921.5083
297,Havering   Squirrel's Heath,00ARGU,E05000322,13194,2344,8699,2151,17.76565105,65.93148401,16.30286494,39.7,39.0,2.6,4557.692308,11.5,9.4,1.3,63.04347826,81.62,89.51,94.2,0.397289086,6924,70.56665308,2300,0.289873418,6.962025316,254445.297,165,5701,15.3,34.9,19.2,30.5,74.9,8.8,14.5,0.447172957,0.318326512,12.96718723,67.97683804,19.09106861,10,20,2.929936306,2.993630573,3.931439248,5.649900546,21.07208872,12.56931608,3.214859796,42.69662921,556.0,12.5,350.1326087,0.58002736,20.0,24.3,52.74261603,8.270042194,1.012658228,20.75949367,4.303797468,2.784810127,0.2,16.7318,1.276835149,2.657352395,33.51654917,Boris,Outer,553385.0138,189407.639
298,Havering   Upminster,00ARGW,E05000323,12833,2153,7790,2890,16.77705914,60.7028754,22.52006546,44.1,46.0,22.5,573.3333333,4.8,6.1,0.9,38.60465116,80.11,81.57,105.4,0.406115624,6188,67.91044776,4200,0.512121212,3.636363636,365010.6452,155,5217,15.2,67.4,5.8,11.5,89.2,1.9,7.9,0.093508922,0.257149536,3.661809816,59.96932515,36.42638037, , ,1.585365854,0.792682927,1.574773073,3.343669238,10.40462428,5.587668593,1.256626743,25.56818182,625.0,0.0,363.2572254,0.49413942,19.0,27.9,49.45736434,5.968992248,0.930232558,22.86821705,3.875968992,2.325581395,0.6,82.0322,1.405851168,1.966014729,42.45829472,Boris,Outer,557693.5105,185373.8887
299,Hillingdon   Barnhill,00ASGG,E05000324,13449,3271,8891,1287,24.32151089,66.10900439,9.56948472,33.4,31.0,2.1,6619.047619,68.4,45.4,19.0,75.07246377,75.61,82.52,138.1,0.955004591,5877,61.25703565,1500,0.172613636,53.97727273,228769.1429,70,4431,4.0,46.2,23.4,26.4,57.3,19.2,20.5,0.535355789,0.394081344,6.445001139,93.78273742,0.341607834,15,45,3.806818182,5.0,5.822330178,13.82126214,33.42140026,28.665786,8.583391486,53.11111111,289.0,100.0,342.7098361,1.158460029,22.4,22.4,96.82310469,24.11552347,5.848375451,26.93140794,12.20216606,6.714801444,0.8,27.8258,1.167713422,2.354181858,29.00070705,Ken,Outer,510598.2824,181899.2624
300,Hillingdon   Botwell,00ASGH,E05000325,15034,3753,9919,1362,24.96341626,65.97711853,9.059465212,32.9,31.0,4.4,3102.272727,60.2,42.7,17.9,94.46153846,75.63,82.05,149.7,0.813993765,6448,60.39149574,11500,1.25,44.02173913,218554.9494,237,5085,6.2,45.2,20.6,27.9,50.8,25.2,19.9,0.951177331,0.399095384,11.85404339,89.09270217,1.222879684,15,75,4.594594595,6.972972973,7.558565608,18.68808979,37.81512605,32.89315726,9.301856336,52.52365931,233.0,100.0,330.6591133,1.317255622,24.0,21.4,111.037037,25.55555556,5.925925926,29.7037037,13.25925926,10.14814815,1.1,32.1913,1.057304278,2.677780415,27.92083422,Ken,Outer,508825.2106,180434.5032
301,Hillingdon   Brunel,00ASGJ,E05000326,13841,2149,10162,1530,15.5263348,73.41955061,11.05411459,33.7,28.0,3.3,4787.878788,38.2,29.3,9.8,47.16049383,78.19,83.4,166.5,0.741619697,5995,54.78388011,8400,0.778703704,31.01851852,243081.9186,86,4620,17.1,32.0,21.8,29.2,55.3,22.0,20.9,0.260096814,0.303446283,4.130879346,87.52556237,8.81390593,10,45,3.101851852,3.472222222,3.306770878,7.574120883,35.95959596,26.86868687,5.715551617,43.88489209,361.0,57.14285714,325.403937,1.168537666,17.6,23.6,90.44585987,24.33121019,3.949044586,24.33121019,11.14649682,6.624203822,0.6,40.4653,1.13845813,2.719468207,22.66839378,Boris,Outer,506638.6508,182145.7386
302,Hillingdon   Cavendish,00ASGK,E05000327,11658,2404,7420,1834,20.62103277,63.64728084,15.7316864,39.3,40.0,2.0,5900.0,19.7,16.7,3.7,59.16666667,80.65,83.96,101.8,0.253807107,5925,70.97508385,2200,0.295973154,8.053691275,310896.371,124,4539,10.2,54.0,22.7,13.1,82.2,7.3,9.4,0.13724481,0.283067422,0.265369306,89.71693941,10.15037594, ,10,2.133333333,2.0,2.41601246,6.346722853,19.39501779,12.09964413,2.679576672,31.57894737,578.0,0.0,371.4957055,0.41644941,17.2,29.9,43.14893617,8.510638298,1.361702128,12.76595745,6.29787234,1.617021277,0.2,17.749,1.361630263,2.142477166,40.2057776,Boris,Outer,511225.4894,186935.0583
303,Hillingdon   Charville,00ASGL,E05000328,12622,2878,8164,1580,22.80145777,64.68071621,12.51782602,35.7,34.0,3.0,4116.666667,43.9,30.1,9.7,83.52941176,81.62,86.04,110.8,0.439306358,5918,65.74825019,2700,0.354025974,25.32467532,230679.2941,102,4487,4.7,59.5,17.8,18.0,71.1,9.7,15.9,0.768499445,0.356520361,6.772109601,92.89374025,0.868790376,15,35,2.922077922,4.025974026,4.216728057,8.498039562,29.32330827,24.5112782,6.013824885,45.5399061,422.0,37.5,345.253886,0.765342394,21.6,21.1,69.3877551,15.59183673,3.020408163,17.71428571,9.714285714,3.918367347,0.4,44.9485,1.333179724,2.098107292,31.51318256,Boris,Outer,509220.9607,182659.4333
304,Hillingdon   Eastcote and East Ruislip,00ASGM,E05000329,12142,2159,7558,2425,17.78125515,62.24674683,19.97199802,42.3,44.0,4.1,2939.02439,20.2,17.5,3.7,54.28571429,80.49,87.43,103.1,0.362756953,6050,68.86738759,2400,0.320408163,8.843537415,428489.2444,180,4875,36.6,38.7,8.4,16.3,83.8,7.2,8.2,0.107066381,0.230604513,0.380067568,45.20692568,57.28462838,10,20,2.162162162,1.824324324,2.043326045,4.469137951,12.36897275,7.1278826,1.647307286,30.0,598.0,12.5,357.9383333,0.340472441,13.6,38.1,52.46861925,7.949790795,1.589958159,19.91631799,5.606694561,1.924686192,0.3,33.4256,1.487222809,1.957838382,45.47527604,Boris,Outer,510103.1857,188340.8032
305,Hillingdon   Harefield,00ASGN,E05000330,7399,1424,4716,1259,19.24584403,63.73834302,17.01581295,40.2,40.0,15.2,503.2894737,12.5,13.3,3.1,55.75757576,78.31,82.31,128.5,0.58456742,3695,69.415743,4000,0.850107527,7.52688172,297398.2235,85,3132,15.4,37.9,23.8,22.7,64.2,24.0,10.2,0.162184079,0.446006217,5.536,78.144,16.352,10,10,4.042553191,4.14893617,3.162009857,6.800507801,27.40963855,21.08433735,3.690159574,40.09661836,385.0,80.0,339.2972222,0.947729919,23.8,25.0,67.36842105,12.5,0.789473684,24.47368421,14.60526316,2.631578947,3.4,85.5275,1.393617021,1.287527009,30.35098397,Boris,Outer,505639.7363,189943.4856
306,Hillingdon   Heathrow Villages,00ASGP,E05000331,12199,2540,8514,1145,20.8213788,69.79260595,9.386015247,34.6,33.0,23.5,531.9148936,50.0,43.2,17.1,86.875,75.76,82.76,866.7,2.427523577,6220,68.26163301,56400,6.331910112,69.1011236,206239.3889,90,4704,7.0,34.1,21.3,37.4,49.6,14.8,33.6,0.22952701,0.50823838,12.38677059,85.94902043,1.917000211, ,40,2.388888889,3.555555556,3.721038711,5.188170367,35.83180987,27.97074954,6.651685393,48.77505568,315.0,100.0,330.0699029,1.48148688,19.2,24.2,308.0487805,44.3902439,2.926829268,168.1300813,17.56097561,14.87804878,1.1,31.3616,1.051910112,2.452372014,24.58262127,Boris,Outer,507133.6381,176496.4565
307,Hillingdon   Hillingdon East,00ASGQ,E05000332,12906,2983,8391,1532,23.11328064,65.0162715,11.87044785,35.5,34.0,3.6,3500.0,34.4,23.3,6.4,83.67346939,77.58,83.48,103.4,0.435979807,6217,67.78238116,5200,0.659363057,15.92356688,257204.2017,119,4661,5.9,34.2,45.1,14.7,68.7,14.8,14.6,0.39516504,0.286688362,4.54937473,93.83354894,1.962052609,20,25,3.121019108,4.076433121,4.485836102,11.35319647,28.22822823,22.37237237,5.609326881,41.20267261,432.0,50.0,354.9466258,0.793846977,19.3,24.2,74.93975904,19.03614458,2.168674699,24.41767068,7.148594378,3.212851406,0.6,48.1328,1.305323361,1.955719332,31.27873742,Boris,Outer,508426.6984,183780.5783
308,Hillingdon   Ickenham,00ASGR,E05000333,10387,1936,6379,2072,18.63868297,61.41330509,19.94801194,42.1,44.0,6.2,1677.419355,21.8,15.9,2.8,57.14285714,81.86,85.44,88.1,0.411985019,5074,68.87471155,2100,0.34016,6.4,444211.2,125,4059,45.3,40.3,5.0,9.4,86.0,4.4,8.8,0.096274189,0.240685472,0.668151448,43.2318733,56.34743875, , ,1.84,1.44,1.575062231,5.187949167,10.59602649,6.843267108,1.397712834,24.42748092,612.0,0.0,381.0364486,0.298321343,14.6,36.0,43.47826087,4.830917874,1.449275362,14.39613527,4.541062802,1.642512077,0.9,55.6635,1.613722999,2.013100407,46.52073065,Boris,Outer,506816.8657,186221.1597
309,Hillingdon   Manor,00ASGS,E05000334,11442,2316,7330,1796,20.24121657,64.06222688,15.69655655,39.1,39.0,2.0,5850.0,16.0,16.2,3.6,53.6,80.01,83.09,109.4,0.222222222,6055,74.00391102,1600,0.216533333,9.333333333,293607.8995,189,4635,9.8,25.8,45.7,18.6,80.9,4.1,13.3,0.340849502,0.332109771,0.700525394,89.01050788,10.63922942, ,10,1.589403974,1.920529801,2.006346638,4.557587666,19.83967936,12.0240481,2.286348502,30.79847909,576.0,0.0,354.7831858,0.246315789,17.0,29.6,56.03448276,12.06896552,1.982758621,19.65517241,7.327586207,1.982758621,0.3,17.9732,1.294783574,2.963182288,41.96677741,Boris,Outer,510027.2747,186720.6405
310,Hillingdon   Northwood,00ASGT,E05000335,10469,1657,6629,2183,15.82768173,63.32027892,20.85203935,43.1,44.0,7.4,1560.810811,34.8,31.8,7.0,50.41666667,81.42,83.88,149.4,0.143095636,5134,66.35646892,5400,0.702077922,13.63636364,521701.0296,135,4924,29.7,12.1,14.3,43.8,64.1,14.2,19.8,0.257904289,0.582672653,6.39213276,49.6004917,44.2737144, ,15,2.903225806,2.064516129,2.266724654,6.392913459,18.10584958,11.69916435,2.293577982,41.78403756,542.0,0.0,388.5059524,0.657187994,13.3,46.4,57.11790393,8.820960699,0.873362445,27.07423581,5.327510917,0.698689956,0.3,61.0243,1.318916557,2.218950585,36.75850436,Boris,Outer,508360.2394,190815.1694
311,Hillingdon   Northwood Hills,00ASGU,E05000336,11578,2184,7372,2022,18.86336155,63.67248229,17.46415616,40.3,40.0,3.3,3500.0,33.3,27.9,7.1,76.66666667,78.88,86.02,105.9,0.560802834,5677,67.80936455,2400,0.336111111,14.58333333,360545.6489,131,4847,26.4,31.1,12.9,29.6,67.0,15.5,16.1,0.120918984,0.423216445,2.67654931,73.81099444,23.53304509,10,20,3.611111111,3.402777778,2.647678259,8.36345347,20.79207921,16.63366337,3.142368534,36.996337,480.0,42.85714286,364.3067227,0.729668553,16.6,37.1,59.65065502,12.92576419,1.222707424,20.7860262,7.860262009,2.358078603,0.3,33.2978,1.269132108,2.134442407,33.79200847,Boris,Outer,510254.2465,190080.7341
312,Hillingdon   Pinkwell,00ASGW,E05000337,14767,3889,9601,1277,26.33574863,65.01659105,8.647660324,32.5,31.0,2.7,5018.518519,68.2,45.3,18.5,94.42622951,74.54,86.17,112.8,0.454635303,6523,63.12784283,2500,0.297619048,59.52380952,226133.1761,142,4737,6.0,47.5,27.3,19.1,57.7,20.4,19.9,0.345364664,0.26410239,8.148148148,91.91534392,0.211640212,15,60,4.201183432,6.035502959,6.010553789,10.01742644,33.41067285,30.04640371,8.672261674,51.31578947,263.0,100.0,331.9664948,1.381252645,22.0,22.8,97.8358209,20.07462687,5.074626866,30.2238806,9.850746269,7.388059701,0.5,26.9352,1.179040241,2.495223378,28.63812343,Ken,Outer,508835.7595,178907.3637
313,Hillingdon   South Ruislip,00ASGX,E05000338,12364,2497,8315,1552,20.19572954,67.25169848,12.55257198,36.4,35.0,7.4,1594.594595,27.0,23.2,7.7,82.08333333,77.58,83.75,119.0,0.444236614,6586,72.15952668,5300,0.686928105,15.68627451,270002.651,149,4802,7.8,38.0,27.6,26.6,69.4,10.1,19.0,0.315431899,0.258815917,1.457422444,94.87820112,3.976681241,10,20,2.565789474,3.486842105,3.388850133,7.028428672,19.81747066,14.21121252,4.233827638,39.02439024,452.0,57.14285714,351.8422222,0.728893307,18.3,27.3,84.95726496,15.81196581,2.820512821,37.17948718,10.34188034,2.991452991,0.7,62.7998,1.229314421,2.545341928,31.55302048,Boris,Outer,510421.5209,185230.0535
314,Hillingdon   Townfield,00ASGY,E05000339,14106,3272,9454,1380,23.1958032,67.02112576,9.783071034,33.6,31.0,3.5,3642.857143,62.9,44.7,18.1,94.57627119,74.81,79.44,171.7,1.171548117,6082,59.82098948,6600,0.829559748,57.86163522,233898.4286,105,4756,4.9,38.8,23.7,32.6,45.3,30.1,21.5,0.623848008,0.432440096,10.69796427,87.64021604,1.371001246, ,50,5.34591195,6.540880503,7.896057404,12.10456325,34.27109974,32.60869565,9.338772005,55.09090909,209.0,100.0,336.4294444,1.32685743,24.7,22.2,147.826087,32.17391304,7.114624506,58.81422925,12.33201581,11.93675889,1.6,30.8481,1.010519536,2.865262783,30.77725009,Ken,Outer,510454.427,180377.1174
315,Hillingdon   Uxbridge North,00ASGZ,E05000340,12048,2155,7972,1921,17.88678619,66.1686587,15.94455511,39.4,39.0,4.6,2869.565217,30.2,23.4,5.9,63.10344828,77.24,83.0,177.0,1.641970364,6077,67.87668938,11100,1.243033708,17.41573034,293233.6061,165,5132,30.1,28.5,15.1,26.2,67.3,12.7,18.2,0.224103586,0.464807437,2.187679908,66.58990597,31.89407024, ,55,2.651933702,2.651933702,2.901652505,5.616576336,20.4040404,15.15151515,2.732814799,37.21973094,493.0,37.5,370.8252174,0.690517241,16.8,34.9,106.1003861,27.25868726,2.471042471,43.62934363,8.957528958,5.482625483,0.3,34.4658,1.339709901,2.324292111,34.47021944,Boris,Outer,506564.7194,184236.298
316,Hillingdon   Uxbridge South,00ASHA,E05000341,13979,1854,10790,1335,13.26275127,77.18720939,9.550039345,33.5,28.0,3.1,4580.645161,37.9,30.9,10.0,36.59090909,75.09,81.83,136.6,0.828105395,6231,54.1920334,39300,3.587671233,36.52968037,223985.7759,116,5119,7.8,30.3,20.7,40.6,49.5,22.2,25.4,0.650976465,0.371986551,11.90432719,80.99324448,7.777980646,10,35,3.378995434,3.378995434,3.923507861,5.333537919,30.66037736,26.41509434,4.665851671,47.11538462,363.0,62.5,352.9069307,0.883545455,14.1,29.9,123.0388693,31.59010601,6.925795053,38.86925795,10.17667845,6.007067138,1.0,26.1755,0.968418908,2.315024435,24.82217573,Boris,Outer,505212.7029,182880.6399
317,Hillingdon   West Drayton,00ASHB,E05000342,14370,3270,9442,1658,22.75574113,65.70633264,11.53792624,34.9,33.0,3.5,3914.285714,33.5,27.6,9.2,77.87878788,75.27,81.9,145.6,0.596957443,6647,64.74771089,2100,0.232265193,33.70165746,241095.8551,138,5613,9.3,34.1,24.1,31.2,51.3,26.4,18.5,1.078636047,0.361864997,7.979502196,90.35505124,5.270863836,10,40,4.615384615,6.318681319,5.290281019,11.228938,41.86046512,36.25170999,7.443846297,48.51973684,224.0,100.0,318.3246835,1.312779712,24.3,24.0,81.77121771,20.44280443,2.21402214,24.57564576,12.76752768,4.575645756,1.3,31.9561,1.114534992,2.100607894,25.15948517,Boris,Outer,506267.3636,179299.374
318,Hillingdon   West Ruislip,00ASHC,E05000343,10611,1895,6935,1781,17.85882575,65.35670531,16.78446895,40.4,40.0,4.4,2579.545455,18.0,18.4,3.9,55.83333333,80.36,85.27,146.5,0.397812034,5594,71.74554316,4300,0.583378378,10.13513514,359604.3429,210,4798,24.5,23.0,19.7,32.8,68.4,11.0,18.7,0.386391481,0.42408821,3.974064003,68.16565572,28.00669316, ,20,2.333333333,2.333333333,1.95924674,2.735662125,19.86899563,11.79039301,2.162988857,29.34362934,541.0,0.0,361.8045045,0.681212121,16.3,33.9,66.9955157,10.76233184,0.986547085,32.19730942,6.457399103,2.331838565,1.0,49.4823,1.266768626,2.35558173,37.70743272,Boris,Outer,508328.2023,188068.4847
319,Hillingdon   Yeading,00ASHD,E05000344,13586,3507,9044,1035,25.81333726,66.56852642,7.618136317,32.2,31.0,2.3,5586.956522,64.1,42.7,17.4,105.862069,78.41,82.43,113.6,0.658551187,6104,63.27355655,1300,0.160963855,48.19277108,202126.0,75,4853,9.2,31.2,29.5,29.9,54.8,21.8,19.4,0.743412336,0.640365082,10.04321877,86.66392262,3.436921177,10,50,4.790419162,6.28742515,6.026861129,14.0994574,37.72378517,30.69053708,8.898395722,49.14463453,234.0,100.0,329.7177515,1.104698318,19.8,26.0,100.7843137,23.1372549,6.196078431,34.66666667,10.58823529,7.450980392,0.7,33.3254,1.128770053,1.981131705,29.50719688,Ken,Outer,511853.9786,181706.6322
320,Hillingdon   Yiewsley,00ASHE,E05000345,12979,2900,8867,1212,22.34378612,68.31805224,9.338161646,33.7,32.0,4.0,3187.5,33.8,27.7,10.0,72.0,74.91,81.12,117.9,0.538213132,6161,64.6824147,7900,0.938816568,28.40236686,200328.6066,183,5181,4.3,34.2,24.7,36.5,47.6,27.3,21.8,0.993913244,0.308190153,12.44520678,88.01219745,0.743281875,15,45,4.437869822,5.917159763,5.464203374,9.326262116,39.82169391,32.98662704,7.690759009,49.47916667,239.0,100.0,318.766242,1.233369863,23.7,23.1,117.7075099,26.87747036,4.18972332,39.5256917,13.28063241,6.482213439,1.8,41.3257,1.034024562,2.369672105,24.42475698,Boris,Outer,506525.6711,180784.8734
321,Hounslow   Bedfont,00ATFY,E05000346,12701,2824,8452,1425,22.23446973,66.54594126,11.21958901,35.3,33.0,4.4,2704.545455,35.7,31.0,12.5,83.92857143,77.28,80.9,128.3,0.391389432,6224,67.95501692,7900,1.028104575,32.02614379,191470.5378,119,5046,4.5,41.8,20.4,33.3,48.2,26.9,16.4,2.826549091,0.425163373,9.979466119,91.56057495,1.252566735,10,35,4.144736842,5.197368421,5.115840857,9.284254571,35.60126582,28.9556962,6.565136859,49.01960784,302.0,85.71428571,332.0157143,1.47775076,24.0,20.2,94.51476793,20.67510549,0.928270042,27.67932489,16.28691983,5.82278481,0.9,52.4905,1.097550936,1.877054113,22.46091267,Boris,Outer,508500.1725,173532.1782
